_id,bonusPointsEarned,bonusPointsEarnedReason,createDate,dateScanned,finishedDate,modifyDate,pointsAwardedDate,pointsEarned,purchaseDate,purchasedItemCount,rewardsReceiptStatus,totalSpent,userId
{'$oid': '60074bcc0a7214ad89000038'},5.0,All-receipts receipt bonus,{'$date': 1611090892000},{'$date': 1611090892000},{'$date': 1611090893000},{'$date': 1611090893000},{'$date': 1611090893000},5.0,{'$date': 1610604000000},5.0,FINISHED,49.95,60074b49325c8a1794623876
{'$oid': '600746fd0a720f05fa00001f'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611089661000},{'$date': 1611089661000},{'$date': 1611089661000},{'$date': 1611089661000},{'$date': 1611089661000},755.0,{'$date': 1611003261000},1.0,FINISHED,1.0,600746fd6e64691717e8cfb5
{'$oid': '6006f2d10a7214ad4c00008b'},500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611068113000},{'$date': 1611068113000},{'$date': 1611068129000},{'$date': 1611068131000},{'$date': 1611068129000},574.4,{'$date': 1610928000000},14.0,FINISHED,30.57,6006f1c5e257127d5d9aedfb
{'$oid': '600746ea0a720f05fa00001b'},27.0,COMPLETE_PARTNER_RECEIPT,{'$date': 1611089642000},{'$date': 1611089642000},{'$date': 1611089642000},{'$date': 1611089642000},{'$date': 1611089642000},50.6,{'$date': 1611003242000},4.0,FINISHED,4.66,6007464b6e64691717e8c1f0
{'$oid': '600746d90a7214ad89000015'},5.0,All-receipts receipt bonus,{'$date': 1611089625000},{'$date': 1611089625000},{'$date': 1611089625000},{'$date': 1611089625000},{'$date': 1611089625000},5.0,{'$date': 1611003225000},4.0,FINISHED,4.66,6007464b6e64691717e8c1f0
{'$oid': '600746c60a7214ad89000011'},5.0,All-receipts receipt bonus,{'$date': 1611089606000},{'$date': 1611089606000},{'$date': 1611089607000},{'$date': 1611089607000},{'$date': 1611089607000},5.0,{'$date': 1609707206000},1.0,FINISHED,1.0,6007464b6e64691717e8c1f0
{'$oid': '600746cd0a7214ad89000013'},5.0,All-receipts receipt bonus,{'$date': 1611089613000},{'$date': 1611089613000},{'$date': 1611089613000},{'$date': 1611089613000},{'$date': 1611089613000},5.0,{'$date': 1610085600000},5.0,FINISHED,49.95,6007464b6e64691717e8c1f0
{'$oid': '600742420a720f05fa000003'},45.0,COMPLETE_PARTNER_RECEIPT,{'$date': 1611088450000},{'$date': 1611088450000},{'$date': 1611088451000},{'$date': 1611088451000},{'$date': 1611088451000},50.0,{'$date': 1611002050000},1.0,FINISHED,1.0,54943462e4b07e684157a532
{'$oid': '600746c90a7214ad89000012'},5.0,All-receipts receipt bonus,{'$date': 1611089609000},{'$date': 1611089609000},{'$date': 1611089610000},{'$date': 1611089610000},{'$date': 1611089610000},5.0,{'$date': 1610776800000},5.0,FINISHED,49.95,6007464b6e64691717e8c1f0
{'$oid': '600746c00a7214ad8900000f'},300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611089600000},{'$date': 1611089600000},{'$date': 1611089600000},{'$date': 1611089600000},{'$date': 1611089600000},300.0,{'$date': 1611089600000},5.0,FINISHED,25.0,6007464b6e64691717e8c1f0
{'$oid': '60074b8e0a7214ad8900002a'},5.0,All-receipts receipt bonus,{'$date': 1611090830000},{'$date': 1611090830000},{'$date': 1611090832000},{'$date': 1611090832000},{'$date': 1611090832000},5.0,{'$date': 1609967630000},1.0,FINISHED,1.0,54943462e4b07e684157a532
{'$oid': '60074b7d0a720f05fa000037'},300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611090813000},{'$date': 1611090813000},{'$date': 1611090814000},{'$date': 1611090814000},{'$date': 1611090814000},300.0,{'$date': 1611004413000},9.0,FINISHED,89.91,60074b49325c8a1794623876
{'$oid': '60074b9a0a7214ad89000030'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611090842000},{'$date': 1611090842000},{'$date': 1611090842000},{'$date': 1611090842000},{'$date': 1611090842000},750.0,{'$date': 1611004442000},1.0,FINISHED,1.0,60074b996e64691717e8f11a
{'$oid': '60074b960a7214ad8900002e'},5.0,All-receipts receipt bonus,{'$date': 1611090838000},{'$date': 1611090838000},{'$date': 1611090839000},{'$date': 1611090839000},{'$date': 1611090839000},5.0,{'$date': 1611004438000},1.0,FINISHED,1.0,54943462e4b07e684157a532
{'$oid': '600746e80a7214ad89000017'},5.0,All-receipts receipt bonus,{'$date': 1611089640000},{'$date': 1611089640000},{'$date': 1611089641000},{'$date': 1611089641000},{'$date': 1611089641000},5.0,{'$date': 1611089640000},1.0,FINISHED,9.99,6007464b6e64691717e8c1f0
{'$oid': '60074bc60a7214ad89000034'},5.0,All-receipts receipt bonus,{'$date': 1611090886000},{'$date': 1611090886000},{'$date': 1611090887000},{'$date': 1611090887000},{'$date': 1611090887000},5.0,{'$date': 1610776800000},5.0,FINISHED,49.95,60074b49325c8a1794623876
{'$oid': '60088a100a7214ad890000bd'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611172368000},{'$date': 1611172368000},{'$date': 1611172775000},{'$date': 1611172838000},{'$date': 1611172775000},2055.5,{'$date': 1610150400000},149.0,FINISHED,612.95,6008896c633aab121bb8e11d
{'$oid': '60088d5d0a7214ad890000ed'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611173213000},{'$date': 1611173213000},{'$date': 1611173213000},{'$date': 1611173218000},{'$date': 1611173213000},5850.0,{'$date': 1611100800000},1.0,FINISHED,21.0,60088d5cb6310511daa4ee6f
{'$oid': '600887560a720f05fa000098'},250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611171670000},{'$date': 1611171670000},{'$date': 1611171671000},{'$date': 1611171671000},{'$date': 1611171671000},250.0,{'$date': 1613850070000},1.0,FINISHED,1.0,6008873eb6310511daa4e8eb
{'$oid': '60088a4e0a720f05fa0000da'},5.0,All-receipts receipt bonus,{'$date': 1611172430000},{'$date': 1611172430000},{'$date': 1611172430000},{'$date': 1611172435000},{'$date': 1611172430000},5.0,{'$date': 1611100800000},1.0,FINISHED,20.0,60088a46b6310511daa4ec97
{'$oid': '60088e7f0a720f05fa00011e'},5.0,All-receipts receipt bonus,{'$date': 1611173503000},{'$date': 1611173503000},{'$date': 1611173505000},{'$date': 1611173509000},{'$date': 1611173504000},5.0,{'$date': 1611087103000},2.0,FINISHED,11.0,54943462e4b07e684157a532
{'$oid': '60083ab50a7214ad89000049'},5.0,All-receipts receipt bonus,{'$date': 1611152053000},{'$date': 1611152053000},{'$date': 1611152053000},{'$date': 1611152053000},{'$date': 1611152053000},5.0,{'$date': 1611152053000},1.0,FINISHED,9.99,60083a1e325c8a17946255de
{'$oid': '60088a460a720f05fa0000d5'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611172422000},{'$date': 1611172422000},{'$date': 1611172424000},{'$date': 1611172428000},{'$date': 1611172424000},4850.0,{'$date': 1611100800000},3.0,FINISHED,28.0,60088a46b6310511daa4ec97
{'$oid': '600841da0a7214ad89000051'},150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611153882000},{'$date': 1611153882000},{'$date': 1611153883000},{'$date': 1611153883000},{'$date': 1611153883000},173.6,{'$date': 1611067482000},4.0,FINISHED,4.66,6008412f6e64697abedcd5d5
{'$oid': '60085ba90a720f05fa00006a'},,,{'$date': 1611160489000},{'$date': 1611160489000},{'$date': 1611160490000},{'$date': 1611160490000},{'$date': 1611160490000},250.0,{'$date': 1610863200000},5.0,FINISHED,49.95,60085b3dbe5fc90ee6a67b11
{'$oid': '6008878f0a7214ad8900007b'},,,{'$date': 1611171727000},{'$date': 1611171727000},,{'$date': 1611171733000},,,{'$date': 1509321600000},3.0,REJECTED,3.0,6008873eb6310511daa4e8eb
{'$oid': '6008625b0a7214ad89000063'},,,{'$date': 1611162203000},{'$date': 1611162203000},{'$date': 1611162204000},{'$date': 1611162204000},{'$date': 1611162204000},50.0,{'$date': 1611075803000},1.0,FINISHED,9.99,600861d3be5fc9247bab3e0c
{'$oid': '60088d920a720f05fa000109'},,,{'$date': 1611173266000},{'$date': 1611173266000},,{'$date': 1611173267000},,,{'$date': 1509321600000},3.0,REJECTED,3.0,60088d55633aab121bb8e41a
{'$oid': '600887ae0a7214ad8900008a'},5.0,All-receipts receipt bonus,{'$date': 1611171758000},{'$date': 1611171758000},{'$date': 1611171758000},{'$date': 1611171763000},{'$date': 1611171758000},5.0,{'$date': 1611100800000},3.0,FINISHED,23.0,600887a5b6310511daa4e9a7
{'$oid': '60088a490a720f05fa0000d6'},300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611172425000},{'$date': 1611172425000},{'$date': 1611172426000},{'$date': 1611172430000},{'$date': 1611172426000},300.0,{'$date': 1611100800000},3.0,FINISHED,28.0,60088a46b6310511daa4ec97
{'$oid': '60088d580a7214ad890000eb'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611173208000},{'$date': 1611173208000},{'$date': 1611173209000},{'$date': 1611173214000},{'$date': 1611173209000},9850.0,{'$date': 1611100800000},7.0,FINISHED,26.0,60088d58633aab121bb8e424
{'$oid': '600887770a7214ad89000075'},100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611171703000},{'$date': 1611171703000},{'$date': 1611171704000},{'$date': 1611171704000},{'$date': 1611171704000},100.0,{'$date': 1610496000000},1.0,FINISHED,10.0,6008873eb6310511daa4e8eb
{'$oid': '60088a4d0a7214ad890000c7'},5.0,All-receipts receipt bonus,{'$date': 1611172429000},{'$date': 1611172429000},{'$date': 1611172430000},{'$date': 1611172434000},{'$date': 1611172430000},5.0,{'$date': 1611100800000},3.0,FINISHED,22.0,60088a46b6310511daa4ec97
{'$oid': '60088d600a7214ad890000ef'},150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611173216000},{'$date': 1611173216000},{'$date': 1611173216000},{'$date': 1611173221000},{'$date': 1611173216000},150.0,{'$date': 1611100800000},5.0,FINISHED,23.0,60088d5cb6310511daa4ee6f
{'$oid': '6008888f0a720f05fa0000b5'},5.0,All-receipts receipt bonus,{'$date': 1611171983000},{'$date': 1611171983000},{'$date': 1611171989000},{'$date': 1611171989000},{'$date': 1611171983000},5.0,{'$date': 1611085583000},2.0,FINISHED,1.0,60088838633aab121bb8df69
{'$oid': '60088a670a720f05fa0000e0'},5.0,All-receipts receipt bonus,{'$date': 1611172455000},{'$date': 1611172455000},{'$date': 1611172461000},{'$date': 1611172461000},{'$date': 1611172455000},5.0,{'$date': 1611086055000},2.0,FINISHED,1.0,60088a25b6310511daa4ec42
{'$oid': '600788cd0a7214ad8900003a'},21.0,COMPLETE_PARTNER_RECEIPT,{'$date': 1611106509000},{'$date': 1611106509000},{'$date': 1611106530000},{'$date': 1611106532000},{'$date': 1611106530000},50.9,{'$date': 1611014400000},1.0,FINISHED,2.99,5cd06f1f2acf0a2667da628b
{'$oid': '60085bad0a720f05fa00006c'},,,{'$date': 1611160493000},{'$date': 1611160493000},{'$date': 1611160493000},{'$date': 1611160493000},{'$date': 1611160493000},250.0,{'$date': 1610172000000},5.0,FINISHED,49.95,60085b3dbe5fc90ee6a67b11
{'$oid': '60088e670a720f05fa00011d'},5.0,All-receipts receipt bonus,{'$date': 1611173479000},{'$date': 1611173479000},{'$date': 1611173480000},{'$date': 1611173480000},{'$date': 1611173480000},5.0,{'$date': 1611087079000},1.0,FINISHED,1.0,54943462e4b07e684157a532
{'$oid': '600887970a7214ad8900007c'},,,{'$date': 1611171735814},{'$date': 1611171735814},,{'$date': 1611171735814},,,,,SUBMITTED,,6008873eb6310511daa4e8eb
{'$oid': '60088a4a0a7214ad890000c5'},150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611172426000},{'$date': 1611172426000},{'$date': 1611172426000},{'$date': 1611172431000},{'$date': 1611172426000},150.0,{'$date': 1611100800000},4.0,FINISHED,29.0,60088a46b6310511daa4ec97
{'$oid': '600862490a720f05fa000072'},300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611162185000},{'$date': 1611162185000},{'$date': 1611162186000},{'$date': 1611162186000},{'$date': 1611162186000},350.0,{'$date': 1609804800000},10.0,FINISHED,10.0,600861d3be5fc9247bab3e0c
{'$oid': '60088af80a7214ad890000d6'},300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611172600000},{'$date': 1611172600000},{'$date': 1611172600000},{'$date': 1611172605000},{'$date': 1611172600000},2300.0,{'$date': 1611100800000},3.0,FINISHED,20.0,60088af5633aab121bb8e31b
{'$oid': '60088d5f0a720f05fa0000fc'},300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611173215000},{'$date': 1611173215000},{'$date': 1611173216000},{'$date': 1611173220000},{'$date': 1611173216000},300.0,{'$date': 1611100800000},1.0,FINISHED,25.0,60088d5cb6310511daa4ee6f
{'$oid': '600862530a720f05fa000074'},100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611162195000},{'$date': 1611162195000},{'$date': 1611162195000},{'$date': 1611162195000},{'$date': 1611162195000},100.0,{'$date': 1611075794000},9.0,FINISHED,89.91,600861d3be5fc9247bab3e0c
{'$oid': '60088aff0a7214ad890000da'},5.0,All-receipts receipt bonus,{'$date': 1611172607000},{'$date': 1611172607000},,{'$date': 1611172612000},,5.0,{'$date': 1611100800000},1.0,REJECTED,10.0,60088aff633aab121bb8e33d
{'$oid': '6008f2be0a720f05fa000129'},500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611199166000},{'$date': 1611199166000},{'$date': 1611199200000},{'$date': 1611199209000},{'$date': 1611199200000},673.0,{'$date': 1611100800000},13.0,FINISHED,40.37,6008f02fb6310511daa4f314
{'$oid': '6009f5ea0a7214ada2000004'},150.0,"Receipt number 5 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611265514000},{'$date': 1611265514000},{'$date': 1611265565000},{'$date': 1611265576000},{'$date': 1611265565000},405.9,{'$date': 1611187200000},32.0,FINISHED,163.94,6009e60450b3311194385009
{'$oid': '6008ee0e0a7214ad89000125'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611197966000},{'$date': 1611197966000},{'$date': 1611197998000},{'$date': 1611198000000},{'$date': 1611197998000},760.0,{'$date': 1611100800000},7.0,FINISHED,32.42,6008e9cdb6310511daa4f2e4
{'$oid': '6009889f0a7214ad89000133'},5.0,All-receipts receipt bonus,{'$date': 1611237535000},{'$date': 1611237535000},{'$date': 1611237536000},{'$date': 1611237536000},{'$date': 1611237536000},5.0,{'$date': 1610949600000},5.0,FINISHED,49.95,600987d77d983a11f63cfa92
{'$oid': '6009f9000a7214ada2000005'},,,{'$date': 1611266304615},{'$date': 1611266304615},,{'$date': 1611266304615},,,,,SUBMITTED,,6009f6927d983a124e9adaad
{'$oid': '600988a30a720f05fa000132'},5.0,All-receipts receipt bonus,{'$date': 1611237539000},{'$date': 1611237539000},{'$date': 1611237539000},{'$date': 1611237539000},{'$date': 1611237539000},5.0,{'$date': 1610258400000},5.0,FINISHED,49.95,600987d77d983a11f63cfa92
{'$oid': '6009eb000a7214ada2000003'},250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611262720000},{'$date': 1611262720000},{'$date': 1611262746000},{'$date': 1611262755000},{'$date': 1611262746000},250.0,{'$date': 1611187200000},0.0,FINISHED,0.0,6009e60450b3311194385009
{'$oid': '600992f90a720f05fa000133'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611240185000},{'$date': 1611240185000},{'$date': 1611240729000},{'$date': 1611240876000},{'$date': 1611240729000},2143.3,{'$date': 1611187200000},118.0,FINISHED,349.16,600992d17d983a11f63d11ad
{'$oid': '6009f5200a720f0535000005'},300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611265312000},{'$date': 1611265312000},{'$date': 1611265338000},{'$date': 1611265351000},{'$date': 1611265338000},300.0,{'$date': 1611187200000},7.0,FINISHED,80.46,6009e60450b3311194385009
{'$oid': '600988820a7214ad8900012b'},250.0,"Receipt number 3 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611237506000},{'$date': 1611237506000},{'$date': 1611237507000},{'$date': 1611237507000},{'$date': 1611237507000},300.0,{'$date': 1609891200000},10.0,FINISHED,10.0,600987d77d983a11f63cfa92
{'$oid': '600988560a7214ad89000127'},45.0,COMPLETE_PARTNER_RECEIPT,{'$date': 1611237462000},{'$date': 1611237462000},{'$date': 1611237463000},{'$date': 1611237463000},{'$date': 1611237463000},1550.0,{'$date': 1611151062000},1.0,FINISHED,1.0,54943462e4b07e684157a532
{'$oid': '6009889a0a720f05fa00012f'},,,{'$date': 1611237530000},{'$date': 1611237530000},{'$date': 1611237530000},{'$date': 1611237530000},{'$date': 1611237530000},125.0,{'$date': 1610949600000},5.0,FINISHED,25.0,600987d77d983a11f63cfa92
{'$oid': '6008f09d0a720f05fa000128'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611198621000},{'$date': 1611198621000},{'$date': 1611198988000},{'$date': 1611199040000},{'$date': 1611198988000},986.5,{'$date': 1611100800000},14.0,FINISHED,58.76,6008f02fb6310511daa4f314
{'$oid': '6009885a0a7214ad89000129'},45.0,COMPLETE_PARTNER_RECEIPT,{'$date': 1611237466000},{'$date': 1611237466000},{'$date': 1611237467000},{'$date': 1611237467000},{'$date': 1611237467000},50.0,{'$date': 1611151066000},1.0,FINISHED,1.0,54943462e4b07e684157a532
{'$oid': '600988980a7214ad89000130'},5.0,All-receipts receipt bonus,{'$date': 1611237528000},{'$date': 1611237528000},{'$date': 1611237528000},{'$date': 1611237528000},{'$date': 1611237528000},5.0,{'$date': 1611151128000},1.0,FINISHED,10.0,600987d77d983a11f63cfa92
{'$oid': '600988900a7214ad8900012e'},100.0,"Receipt number 6 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611237520000},{'$date': 1611237520000},{'$date': 1611237521000},{'$date': 1611237521000},{'$date': 1611237521000},100.0,{'$date': 1611237520000},1.0,FINISHED,9.99,600987d77d983a11f63cfa92
{'$oid': '6009a0b90a7214ada2000001'},500.0,"Receipt number 2 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611243705000},{'$date': 1611243705000},{'$date': 1611243730000},{'$date': 1611243743000},{'$date': 1611243730000},583.4,{'$date': 1611187200000},10.0,FINISHED,28.34,60099c1450b33111fd61f702
{'$oid': '60099c3c0a7214ad89000135'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611242556000},{'$date': 1611242556000},{'$date': 1611242917000},{'$date': 1611243070000},{'$date': 1611242917000},4480.5,{'$date': 1611187200000},341.0,FINISHED,1083.24,60099c1450b33111fd61f702
{'$oid': '6008f3270a720f05fa00012a'},,,{'$date': 1611199271000},{'$date': 1611199271000},,{'$date': 1611199314000},,,,1.0,FLAGGED,0.16,6008f02fb6310511daa4f314
{'$oid': '6009e72c0a720f0535000003'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611261740000},{'$date': 1611261740000},{'$date': 1611262062000},{'$date': 1611262191000},{'$date': 1611262062000},3379.9,{'$date': 1611187200000},229.0,FINISHED,728.73,6009e60450b3311194385009
{'$oid': '600988a10a720f05fa000131'},,,{'$date': 1611237537000},{'$date': 1611237537000},{'$date': 1611237538000},{'$date': 1611237538000},{'$date': 1611237538000},250.0,{'$date': 1610949600000},5.0,FINISHED,49.95,600987d77d983a11f63cfa92
{'$oid': '6009fd790a720f0535000006'},,,{'$date': 1611267449450},{'$date': 1611267449450},,{'$date': 1611267449450},,,,,SUBMITTED,,6009fd1550b33111943850b1
{'$oid': '600988870a7214ad8900012c'},300.0,"Receipt number 4 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611237511000},{'$date': 1611237511000},{'$date': 1611237512000},{'$date': 1611237512000},{'$date': 1611237512000},323.6,{'$date': 1611151111000},4.0,FINISHED,4.66,600987d77d983a11f63cfa92
{'$oid': '6009889e0a720f05fa000130'},5.0,All-receipts receipt bonus,{'$date': 1611237534000},{'$date': 1611237534000},{'$date': 1611237534000},{'$date': 1611237534000},{'$date': 1611237534000},5.0,{'$date': 1611151134000},1.0,FINISHED,1.0,600987d77d983a11f63cfa92
{'$oid': '600988480a720f05fa00012b'},750.0,"Receipt number 1 completed, bonus point schedule DEFAULT (5cefdcacf3693e0b50e83a36)",{'$date': 1611237448000},{'$date': 1611237448000},{'$date': 1611237450000},{'$date': 1611237450000},{'$date': 1611237450000},750.0,{'$date': 1610776800000},5.0,FINISHED,49.95,600987d77d983a11f63cfa92
